"CMTE_ID","FILE_NUM","TRANSACTION_TP","Month","Day","Year","TRANSACTION_AMT","STATE","ENTITY_TYPE","CAND_ID","CAND_NAME","OFFICE","PTY"
"C00484287",872635,"24E","09",10,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872635,"24E","09",11,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00309146",813982,"24K","09",11,2012,1000,"IN","PAC","H0IN02125","MESSER, ALLEN LUCAS","H","REP"
"C00484287",872635,"24A","09",11,2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00366070",813991,"24K","09",12,2012,2000,"VT","PAC","H6VT00160","WELCH, PETER","H","DEM"
"C00366070",813991,"24K","09",12,2012,1000,"VT","PAC","H6VT00160","WELCH, PETER","H","DEM"
"C00484287",872635,"24E","09",12,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872635,"24A","09",12,2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00366070",813991,"24K","09",12,2012,2500,"FL","PAC","H2FL08055","MICA, JOHN L. MR.","H","REP"
"C00366070",813991,"24K","09",13,2012,4000,"OH","PAC","H2OH09031","KAPTUR, MARCY C HON.","H","DEM"
"C00366070",813991,"24K","09",13,2012,1000,"WI","PAC","H0WI08075","RIBBLE, REID","H","REP"
"C00484287",872635,"24E","09",13,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872635,"24A","09",13,2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00366070",813991,"24K","09",13,2012,1000,"OH","PAC","H2OH09031","KAPTUR, MARCY C HON.","H","DEM"
"C00484287",872635,"24A","09",14,2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872635,"24E","09",14,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00309146",813982,"24K","09",17,2012,1000,"CA","PAC","H2CA47105","DELONG, GARY","H","REP"
"C00309146",813982,"24K","09",17,2012,1000,"AZ","PAC","H0AZ08056","PATON, JONATHAN","H","REP"
"C00309146",813982,"24K","09",17,2012,1000,"OH","PAC","H0OH12062","TIBERI, PATRICK J.","H","REP"
"C00309146",813982,"24K","09",17,2012,1000,"KS","PAC","H8KS02090","JENKINS, LYNN","H","REP"
"C00034785",820060,"24K","09",17,2012,4000,"TX","PAC","H2TX05121","HENSARLING, JEB HON.","H","REP"
"C00202861",814880,"24K","09",18,2012,5000,"MS","PAC","H0MS02066","MARCY, WILLIAM LOUIS","H","REP"
"C00202861",814880,"24K","09",18,2012,5000,"MS","PAC","H0MS04120","PALAZZO, STEVEN MCCARTY","H","REP"
"C00484287",872635,"24E","09",18,2012,812,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00202861",814880,"24K","09",18,2012,5000,"MS","PAC","H0MS01043","NUNNELEE, PATRICK ALAN","H","REP"
"C00309146",813982,"24K","09",18,2012,1000,"TN","PAC","H6TN09068","COHEN, STEPHEN IRA","H","DEM"
"C00202861",814880,"24K","09",18,2012,1000,"TN","PAC","H0TN08287","FLINN, GEORGE S. JR.","H","REP"
"C00484287",872635,"24A","09",18,2012,812,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00202861",814880,"24K","09",18,2012,5000,"MS","PAC","H8MS03067","HARPER, GREGG","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"NY","PAC","H0NY20095","GIBSON, CHRISTOPHER P","H","REP"
"C00078261",819927,"24K","09",19,2012,2000,"CA","PAC","H6CA46033","SANCHEZ, LORETTA","H","DEM"
"C00078261",819927,"24K","09",19,2012,1000,"IL","PAC","H0IL14080","HULTGREN, RANDY","H","REP"
"C00226472",848871,"24K","09",19,2012,2500,"AL","PAC","H6AL04098","ADERHOLT, ROBERT BROWN","H","REP"
"C00484287",872635,"24A","09",19,2012,812,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"NC","PAC","H4NC06011","COBLE, JOHN HOWARD","H","REP"
"C00078261",819927,"24K","09",19,2012,3000,"TX","PAC","H0TX07055","CULBERSON, JOHN","H","REP"
"C00078261",819927,"24K","09",19,2012,3000,"OH","PAC","H0OH08029","BOEHNER, JOHN A","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"OH","PAC","H0OH16097","RENACCI, JAMES B","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"WA","PAC","H0WA02080","LARSEN, RICK","H","DEM"
"C00078261",819927,"24K","09",19,2012,1000,"VA","PAC","H0VA08040","MORAN, JAMES P JR","H","DEM"
"C00078261",819927,"24K","09",19,2012,1000,"IL","PAC","H0IL10302","DOLD, ROBERT JAMES MR JR","H","REP"
"C00484287",872635,"24E","09",19,2012,812,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00078261",819927,"24K","09",19,2012,1000,"WI","PAC","H0WI07051","DUFFY, SEAN","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"IA","PAC","H4IA05102","LATHAM, THOMAS","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"CA","PAC","H0CA19173","DENHAM, JEFF","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"PA","PAC","H4PA08074","FITZPATRICK, MICHAEL G.","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"MN","PAC","H0MN08115","CRAVAACK, RAYMOND J MR.","H","REP"
"C00078261",819927,"24K","09",19,2012,1000,"NJ","PAC","H0NJ03153","RUNYAN, JON","H","REP"
"C00485003",862940,"24K","09",20,2012,2000,"WA","PAC","H4WA05077","RODGERS, CATHY MCMORRIS","H","REP"
"C00485003",862940,"24K","09",20,2012,2000,"WA","PAC","H0WA02080","LARSEN, RICK","H","DEM"
"C00485003",862940,"24K","09",20,2012,1000,"WA","PAC","H0WA03187","HERRERA BEUTLER, JAIME","H","REP"
"C00484287",872635,"24A","09",20,2012,812,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00366070",813991,"24K","09",20,2012,2000,"NH","PAC","H0NH01217","GUINTA, FRANK","H","REP"
"C00485003",862940,"24K","09",20,2012,1000,"SD","PAC","H0SD00054","NOEM, KRISTI LYNN","H","REP"
"C00484287",872635,"24E","09",20,2012,812,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00078261",819927,"24K","09",21,2012,1000,"IL","PAC","H0IL10302","DOLD, ROBERT JAMES MR JR","H","REP"
"C00484287",872635,"24A","09",21,2012,812,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00313650",819665,"24K","09",21,2012,2500,"AZ","PAC","H4AZ01038","SALMON, MATT","H","REP"
"C00484287",872635,"24E","09",21,2012,812,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872635,"24A","09",22,2012,812,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872635,"24E","09",22,2012,812,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00226472",848871,"24K","09",24,2012,2500,"LA","PAC","H2LA05084","ALEXANDER, RODNEY M. MR.","H","REP"
"C00485003",862940,"24K","09",27,2012,2000,"MT","PAC","H2MT01060","DAINES, STEVEN","H","REP"
"C00142315",814120,"24K","09",27,2012,5000,"NV","PAC","H2NV02395","AMODEI, MARK EUGENE","H","REP"
"C00451153",818157,"24K","09",28,2012,5000,"OH","PAC","H0OH08029","BOEHNER, JOHN A","H","REP"
"C00451153",818157,"24K","09",28,2012,2500,"NJ","PAC","H8NJ03073","PALLONE, FRANK JR","H","DEM"
"C00309146",813982,"24K","09",28,2012,1000,"CA","PAC","H6CA46033","SANCHEZ, LORETTA","H","DEM"
"C00309146",813982,"24K","09",28,2012,1000,"FL","PAC","H0FL17068","WILSON, FREDERICA S","H","DEM"
"C00451153",818157,"24K","09",28,2012,5000,"VA","PAC","H2VA06115","GOODLATTE, ROBERT W","H","REP"
"C00484287",872635,"24A","09",29,2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872635,"24E","09",29,2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872643,"24A",10,"01",2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00521013",861890,"24E",10,"01",2012,136387,"DC","PAC","H8FL25015","GARCIA, JOE","H","DEM"
"C00484287",872643,"24E",10,"01",2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00521013",861890,"24E",10,"01",2012,68193,"DC","PAC","H2FL22072","MURPHY, PATRICK","H","DEM"
"C00078261",825474,"24K",10,"02",2012,2000,"DC","PAC","H2MD05155","HOYER, STENY HAMILTON","H","DEM"
"C00078261",825474,"24K",10,"02",2012,2000,"NJ","PAC","H8NJ03073","PALLONE, FRANK JR","H","DEM"
"C00484287",872643,"24E",10,"02",2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872643,"24A",10,"02",2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872643,"24E",10,"03",2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00484287",872643,"24A",10,"03",2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872643,"24A",10,"04",2012,541,"DC","PAC","H0PA04220","ROTHFUS, KEITH MR.","H","REP"
"C00484287",872643,"24E",10,"04",2012,541,"DC","PAC","H0PA12132","CRITZ, MARK","H","DEM"
"C00313650",824971,"24K",10,"05",2012,1000,"AZ","PAC","H2AZ09019","SINEMA, KYRSTEN","H","DEM"
"C00313650",824971,"24K",10,"08",2012,1000,"NJ","PAC","H0NJ01066","ANDREWS, ROBERT E. MR.","H","DEM"
"C00484287",872643,"24A",10,"08",2012,1148,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24E",10,"08",2012,1148,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24E",10,"09",2012,1223,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,"09",2012,1223,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00168070",823967,"24K",10,10,2012,1500,"LA","PAC","H4LA07029","BOUSTANY, JR, CHARLES W.","H","REP"
"C00484287",872643,"24E",10,10,2012,1223,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,10,2012,1223,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00384602",824138,"24K",10,11,2012,1000,"GA","PAC","H2GA11149","GINGREY, J. PHILLIP","H","REP"
"C00484287",872643,"24E",10,11,2012,1223,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,11,2012,1223,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24E",10,12,2012,1223,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,12,2012,1223,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24A",10,13,2012,1223,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24E",10,13,2012,1223,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,14,2012,1303,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24E",10,14,2012,1303,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24E",10,15,2012,1648,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24A",10,15,2012,1648,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24A",10,16,2012,1869,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872643,"24E",10,16,2012,1869,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872643,"24E",10,16,2012,2362,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00485003",862941,"24K",10,16,2012,2000,"WY","PAC","H8WY00148","LUMMIS, CYNTHIA MARIE","H","REP"
"C00484287",872643,"24E",10,17,2012,2362,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872643,"24A",10,17,2012,1869,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00168070",823967,"24K",10,17,2012,1000,"VA","PAC","H0VA07042","CANTOR, ERIC IVAN","H","REP"
"C00168070",823967,"24K",10,17,2012,1000,"MA","PAC","H4MA06033","TIERNEY, JOHN F","H","DEM"
"C00078261",825474,"24K",10,17,2012,2000,"NJ","PAC","H2NJ10154","PAYNE, DONALD M., JR.","H","DEM"
"C00484287",872643,"24E",10,17,2012,1869,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",10,18,2012,2362,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,19,2012,1818,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,20,2012,1818,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",10,20,2012,1966,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",10,20,2012,1966,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",10,21,2012,632,"DC","PAC","H2NV04011","HORSFORD, STEVEN ALEXZANDER","H","DEM"
"C00484287",872651,"24E",10,21,2012,689,"MD","PAC","H2NV04011","HORSFORD, STEVEN ALEXZANDER","H","DEM"
"C00484287",872651,"24E",10,21,2012,1076,"DC","PAC","H2NV04011","HORSFORD, STEVEN ALEXZANDER","H","DEM"
"C00484287",872651,"24E",10,21,2012,1818,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,22,2012,2081,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,23,2012,2081,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",10,24,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",10,24,2012,1522,"DC","PAC","H6OH13133","SUTTON, BETTY S","H","DEM"
"C00484287",872651,"24E",10,24,2012,2081,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,24,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,24,2012,1522,"DC","PAC","H0OH16097","RENACCI, JAMES B","H","REP"
"C00484287",872651,"24E",10,25,2012,2290,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,25,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00485003",862942,"24K",10,25,2012,1000,"CO","PAC","H8CO06138","COFFMAN, MICHAEL","H","REP"
"C00484287",872651,"24A",10,25,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",10,26,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",10,26,2012,2290,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00366070",836900,"24K",10,26,2012,4000,"IL","PAC","H2IL12122","ENYART, WILLIAM L JR","H","DEM"
"C00484287",872651,"24E",10,26,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",10,27,2012,1615,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",10,27,2012,580,"NY","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,27,2012,580,"NY","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",10,27,2012,1025,"MD","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",10,27,2012,1615,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",10,27,2012,949,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",10,27,2012,2430,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",10,27,2012,1025,"MD","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",10,27,2012,2430,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",10,27,2012,2027,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,27,2012,949,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,28,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",10,28,2012,2350,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24A",10,28,2012,2350,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",10,28,2012,2027,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,28,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",10,29,2012,2569,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,29,2012,2420,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24A",10,29,2012,2420,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",10,29,2012,540,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,30,2012,2420,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24A",10,30,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00238444",851523,"24K",10,30,2012,20000,"IL","PAC","H8IL21021","COSTELLO, JERRY F","H","DEM"
"C00484287",872651,"24E",10,30,2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,30,2012,2420,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",10,30,2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",10,30,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,31,2012,2284,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00078261",837604,"24K",10,31,2012,1000,"CA","PAC","H8CA22089","CAPPS, LOIS","H","DEM"
"C00484287",872651,"24E",10,31,2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",10,31,2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",10,31,2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",10,31,2012,2284,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",10,31,2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"01",2012,2352,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24A",11,"01",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",11,"01",2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",11,"01",2012,2352,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",11,"01",2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"01",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",11,"02",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24E",11,"02",2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",11,"02",2012,2352,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",11,"02",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",11,"02",2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"02",2012,2352,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",11,"03",2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"03",2012,2352,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24E",11,"03",2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",11,"03",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",11,"03",2012,2352,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",11,"03",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",11,"04",2012,1712,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24E",11,"04",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24A",11,"04",2012,2352,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",11,"04",2012,1712,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"04",2012,2352,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24A",11,"04",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00079541",840168,"24K",11,"05",2012,2000,"WI","PAC","H4WI04183","MOORE, GWENDOLYNNE","H","DEM"
"C00484287",872651,"24E",11,"05",2012,1006,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00484287",872651,"24A",11,"05",2012,2469,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00484287",872651,"24E",11,"05",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",11,"05",2012,2469,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00451153",840090,"24K",11,"05",2012,1500,"NC","PAC","H8NC07044","MCINTYRE, MIKE REP.","H","DEM"
"C00484287",872651,"24E",11,"05",2012,1006,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24A",11,"05",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00484287",872651,"24A",11,"06",2012,538,"DC","PAC","H0NV03058","HECK, JOE","H","REP"
"C00238444",851523,"24K",11,"06",2012,23000,"IL","PAC","H8IL21021","COSTELLO, JERRY F","H","DEM"
"C00484287",872651,"24E",11,"06",2012,2469,"DC","PAC","H6OH06095","WILSON, CHARLES A","H","DEM"
"C00484287",872651,"24A",11,"06",2012,2469,"DC","PAC","H0OH06189","JOHNSON, BILL","H","REP"
"C00367995",848357,"24K",11,"06",2012,2500,"CO","PAC","H6CO05159","LAMBORN, DOUGLAS","H","REP"
"C00484287",872651,"24E",11,"06",2012,1006,"DC","PAC","H2CO03138","PACE, SALVATORE II","H","DEM"
"C00484287",872651,"24E",11,"06",2012,538,"DC","PAC","H2NV00035","OCEGUERA, JOHN","H","DEM"
"C00484287",872651,"24E",11,"06",2012,1006,"DC","PAC","H6CO07023","PERLMUTTER, EDWIN G","H","DEM"
"C00226472",848878,"24K",11,"07",2012,5000,"LA","PAC","H4LA07029","BOUSTANY, JR, CHARLES W.","H","REP"
"C00168070",836315,"24K",11,15,2012,2500,"LA","PAC","H4LA07029","BOUSTANY, JR, CHARLES W.","H","REP"
"C00078261",850307,"24K",11,28,2012,1000,"OH","PAC","H2OH09031","KAPTUR, MARCY C HON.","H","DEM"
"C00078261",850307,"24K",12,14,2012,2000,"CA","PAC","H8CA36097","HAHN, JANICE","H","DEM"
